,precision,recall,f1-score,support
0,0.8455284552845529,0.8054211035818006,0.8249876053544869,1033.0
1,0.524822695035461,0.5935828877005348,0.5570890840652447,374.0
accuracy,0.7491115849324804,0.7491115849324804,0.7491115849324804,0.7491115849324804
macro avg,0.6851755751600069,0.6995019956411677,0.6910383447098658,1407.0
weighted avg,0.7602804422545882,0.7491115849324804,0.75377648455692,1407.0
