,precision,recall,f1-score,support
0,0.8236889692585895,0.8818973862536302,0.8517999064983637,1033.0
1,0.5946843853820598,0.4786096256684492,0.5303703703703704,374.0
accuracy,0.7746979388770433,0.7746979388770433,0.7746979388770433,0.7746979388770433
macro avg,0.7091866773203246,0.6802535059610397,0.691085138434367,1407.0
weighted avg,0.7628163933027813,0.7746979388770433,0.766359503860219,1407.0
