,precision,recall,f1-score,support
0,0.9036144578313253,0.7260406582768635,0.8051529790660226,1033.0
1,0.5095320623916811,0.786096256684492,0.6182965299684543,374.0
accuracy,0.7420042643923241,0.7420042643923241,0.7420042643923241,0.7420042643923241
macro avg,0.7065732601115032,0.7560684574806777,0.7117247545172385,1407.0
weighted avg,0.7988619234358548,0.7420042643923241,0.7554839584814522,1407.0
