,precision,recall,f1-score,support
0,0.8343891402714932,0.8925459825750242,0.862488306828812,1033.0
1,0.6324503311258278,0.5106951871657754,0.5650887573964497,374.0
accuracy,0.7910447761194029,0.7910447761194029,0.7910447761194029,0.7910447761194029
macro avg,0.7334197356986605,0.7016205848703998,0.7137885321126308,1407.0
weighted avg,0.7807110204275141,0.7910447761194029,0.783435405984673,1407.0
