,precision,recall,f1-score,support
0,0.825,0.8944820909970959,0.8583372039015328,1033.0
1,0.6202090592334495,0.47593582887700536,0.5385779122541604,374.0
accuracy,0.783226723525231,0.783226723525231,0.783226723525231,0.783226723525231
macro avg,0.7226045296167247,0.6852089599370506,0.6984575580778466,1407.0
weighted avg,0.770563744245423,0.783226723525231,0.7733407752760052,1407.0
