,precision,recall,f1-score,support
0,0.8324225865209471,0.8848015488867377,0.8578132332238386,1033.0
1,0.6148867313915858,0.5080213903743316,0.5563689604685212,374.0
accuracy,0.7846481876332623,0.7846481876332623,0.7846481876332623,0.7846481876332623
macro avg,0.7236546589562665,0.6964114696305346,0.7070910968461799,1407.0
weighted avg,0.7745985567992831,0.7846481876332623,0.7776851891509965,1407.0
