,precision,recall,f1-score,support
0,0.9190404797601199,0.5934172313649564,0.7211764705882353,1033.0
1,0.43243243243243246,0.8556149732620321,0.5745062836624776,374.0
accuracy,0.6631130063965884,0.6631130063965884,0.6631130063965884,0.6631130063965884
macro avg,0.6757364560962762,0.7245161023134943,0.6478413771253564,1407.0
weighted avg,0.7896933513304433,0.6631130063965884,0.6821895125852265,1407.0
